1 0 
0.979592 0.0074808 
0.959184 0.0143542 
0.938776 0.0206134 
0.918367 0.0262664 
0.897959 0.031333 
0.877551 0.0358422 
0.857143 0.0398304 
0.836735 0.0433384 
0.816327 0.0464105 
0.795918 0.0490921 
0.77551 0.0514288 
0.755102 0.0534647 
0.734694 0.0552419 
0.714286 0.0567993 
0.693878 0.058172 
0.673469 0.0593908 
0.653061 0.0604822 
0.632653 0.0614676 
0.612245 0.062364 
0.591837 0.0631834 
0.571429 0.0639337 
0.55102 0.0646186 
0.530612 0.065238 
0.510204 0.065789 
0.489796 0.0662657 
0.469388 0.0666608 
0.44898 0.0669655 
0.428571 0.0671705 
0.408163 0.0672665 
0.387755 0.0672453 
0.367347 0.0670999 
0.346939 0.066825 
0.326531 0.0664178 
0.306122 0.0658776 
0.285714 0.0652061 
0.265306 0.0644066 
0.244898 0.0634833 
0.22449 0.0624399 
0.204082 0.0612764 
0.183673 0.0599865 
0.163265 0.0585508 
0.142857 0.0569295 
0.122449 0.055048 
0.102041 0.052775 
0.0816327 0.0498822 
0.0612245 0.0459611 
0.0408163 0.0402144 
0.0204082 0.030699 
0 0 
0.0204082 -0.0306335 
0.0408163 -0.0411264 
0.0612245 -0.0477636 
0.0816327 -0.0522925 
0.102041 -0.0554751 
0.122449 -0.0577529 
0.142857 -0.0594178 
0.163265 -0.060675 
0.183673 -0.0616715 
0.204082 -0.0625115 
0.22449 -0.0632649 
0.244898 -0.063974 
0.265306 -0.0646579 
0.285714 -0.0653162 
0.306122 -0.065933 
0.326531 -0.0664791 
0.346939 -0.0669159 
0.367347 -0.0671972 
0.387755 -0.0672727 
0.408163 -0.0670899 
0.428571 -0.066597 
0.44898 -0.0657448 
0.469388 -0.0644889 
0.489796 -0.0627921 
0.510204 -0.0606255 
0.530612 -0.0579706 
0.55102 -0.0548205 
0.571429 -0.0511811 
0.591837 -0.0470718 
0.612245 -0.0425264 
0.632653 -0.0375932 
0.653061 -0.0323352 
0.673469 -0.0268297 
0.693878 -0.0211678 
0.714286 -0.0154535 
0.734694 -0.00980209 
0.755102 -0.00433878 
0.77551 0.000803506 
0.795918 0.00548658 
0.816327 0.00956987 
0.836735 0.0129138 
0.857143 0.0153834 
0.877551 0.0168526 
0.897959 0.017209 
0.918367 0.0163588 
0.938776 0.0142326 
0.959184 0.0107913 
0.979592 0.00603297 
1 0 
